name,seed,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,runtime_sec
v3_selected,42,0.8535185185185186,0.8533246987791361,0.845925925925926,0.8452099948454717,
v3_repeat,3407,0.8548148148148148,0.8545798558132218,0.8477777777777777,0.8469599167835887,55314.24741744995
v3_repeat,2026,0.8498148148148148,0.8501217279343803,0.8448148148148148,0.8448581186674744,56697.20602607727
